emp_number,satisfaction_level,last_evaluation,number_of_projects,average_monthly_hours,years_at_company,work_accident,left,promotion_last_5years,department,salary
PC_Analytics_10453,0.76,0.63,3,198,3,0,0,0,RandD,low
PC_Analytics_10454,0.96,0.89,3,163,2,0,0,0,RandD,low
PC_Analytics_10455,0.55,0.93,4,251,4,1,0,0,RandD,low
PC_Analytics_10456,0.52,0.82,3,170,3,0,0,0,RandD,low
PC_Analytics_10457,0.55,0.5,5,231,3,0,0,0,marketing,low
PC_Analytics_10458,0.52,0.98,4,165,2,0,0,0,sales,low
PC_Analytics_10459,0.49,0.5,5,183,3,0,0,0,accounting,low
PC_Analytics_10460,0.49,0.89,3,213,2,0,0,0,support,low
PC_Analytics_10461,1,0.89,3,230,3,1,0,0,technical,low
PC_Analytics_10462,0.97,0.62,3,167,3,0,0,0,management,low
PC_Analytics_10463,0.97,0.89,3,264,3,0,0,0,marketing,low
PC_Analytics_10464,0.21,0.43,2,249,3,0,0,0,marketing,low
PC_Analytics_10465,0.24,0.7,6,153,5,1,0,0,marketing,low
PC_Analytics_10466,0.76,0.79,3,111,2,0,0,0,sales,low
PC_Analytics_10467,0.78,0.6,3,232,2,0,0,0,sales,low
PC_Analytics_10468,0.59,0.52,6,190,4,0,0,0,sales,medium
PC_Analytics_10469,0.54,0.71,3,145,3,1,0,0,sales,medium
PC_Analytics_10470,0.34,0.69,2,193,3,0,0,0,sales,medium
PC_Analytics_10471,0.91,0.82,3,183,2,0,0,0,sales,medium
PC_Analytics_10472,0.49,0.61,3,240,3,0,0,0,sales,medium
PC_Analytics_10473,0.71,1,5,210,3,0,0,0,sales,medium
PC_Analytics_10474,0.64,0.72,4,152,3,1,0,0,sales,medium
PC_Analytics_10475,0.6,0.61,4,140,4,0,0,0,sales,medium
PC_Analytics_10476,0.91,0.66,3,208,4,0,0,0,sales,medium
PC_Analytics_10477,0.92,0.6,3,198,2,0,0,0,sales,medium
PC_Analytics_10478,0.91,0.52,3,178,3,0,0,0,sales,medium
PC_Analytics_10479,0.88,0.77,3,279,3,1,0,0,sales,medium
PC_Analytics_10480,0.86,0.82,3,263,6,0,0,0,sales,high
PC_Analytics_10481,0.81,0.54,3,215,4,1,0,0,sales,low
PC_Analytics_10482,0.84,0.73,3,181,3,1,0,0,sales,medium
PC_Analytics_10483,0.56,0.55,2,270,3,0,0,0,sales,medium
PC_Analytics_10484,0.6,0.52,3,236,3,0,0,0,sales,medium
PC_Analytics_10485,0.71,0.87,3,271,2,0,0,0,accounting,medium
PC_Analytics_10486,0.62,0.79,5,172,3,0,0,0,accounting,low
PC_Analytics_10487,0.73,0.65,3,145,2,0,0,0,accounting,low
PC_Analytics_10488,0.56,0.69,5,198,3,0,0,0,hr,low
PC_Analytics_10489,0.6,0.74,3,175,3,1,0,0,hr,low
PC_Analytics_10490,0.55,0.64,4,260,3,0,0,0,hr,low
PC_Analytics_10491,0.5,0.7,4,135,3,0,0,0,hr,low
PC_Analytics_10492,0.42,0.73,3,108,4,0,0,0,technical,low
PC_Analytics_10493,0.51,0.94,5,260,4,0,0,0,technical,low
PC_Analytics_10494,0.66,0.94,4,176,2,1,0,0,technical,low
PC_Analytics_10495,0.79,0.67,5,222,4,0,0,0,technical,low
PC_Analytics_10496,0.3,0.66,4,119,3,0,0,0,technical,low
PC_Analytics_10497,0.57,1,3,241,4,0,0,0,technical,low
PC_Analytics_10498,0.74,0.93,6,225,4,0,0,0,technical,low
PC_Analytics_10499,0.98,0.56,5,188,3,0,0,0,technical,low
PC_Analytics_10500,0.17,0.73,4,188,5,0,0,0,technical,low
PC_Analytics_10501,0.62,0.77,3,225,4,1,0,0,technical,low
PC_Analytics_10502,0.32,0.4,2,132,3,0,0,0,technical,low
PC_Analytics_10503,0.58,0.91,5,185,2,0,0,0,support,low
PC_Analytics_10504,0.59,0.9,4,173,3,0,0,0,support,medium
PC_Analytics_10505,0.59,0.55,3,179,3,0,0,0,support,medium
PC_Analytics_10506,0.8,0.58,4,189,2,0,0,0,support,medium
PC_Analytics_10507,0.84,0.85,5,246,3,0,0,0,support,medium
PC_Analytics_10508,0.54,0.76,2,166,4,0,0,0,support,medium
PC_Analytics_10509,0.51,0.98,4,245,3,0,0,0,support,medium
PC_Analytics_10510,0.66,0.56,2,104,3,1,0,0,support,medium
PC_Analytics_10511,0.37,0.52,4,151,2,0,0,0,support,medium
PC_Analytics_10512,0.49,0.63,4,213,3,0,0,0,support,medium
PC_Analytics_10513,0.88,0.71,5,255,3,0,0,0,support,medium
PC_Analytics_10514,0.66,0.9,4,268,3,0,0,0,technical,medium
PC_Analytics_10515,0.25,0.53,4,160,4,0,0,0,technical,medium
PC_Analytics_10516,0.49,0.52,4,267,2,0,0,0,technical,high
PC_Analytics_10517,0.87,0.77,3,190,3,0,0,0,management,low
PC_Analytics_10518,0.54,0.95,5,255,2,0,0,0,IT,medium
PC_Analytics_10519,0.24,0.95,3,168,4,0,0,0,IT,medium
PC_Analytics_10520,0.65,0.74,4,228,2,1,0,0,IT,medium
PC_Analytics_10521,0.58,0.87,4,181,3,0,0,0,IT,medium
PC_Analytics_10522,0.77,0.54,5,252,2,0,0,0,IT,low
PC_Analytics_10523,0.86,0.63,4,244,3,0,0,0,product_mng,low
PC_Analytics_10524,0.62,0.69,3,207,4,0,0,0,product_mng,low
PC_Analytics_10525,0.56,0.48,3,134,3,0,0,0,product_mng,low
PC_Analytics_10526,0.75,0.53,3,244,2,0,0,0,product_mng,low
PC_Analytics_10527,0.8,0.96,4,160,4,0,0,0,IT,low
PC_Analytics_10528,0.56,0.93,4,260,4,0,0,0,RandD,low
PC_Analytics_10529,0.83,0.6,4,170,3,0,0,0,RandD,low
PC_Analytics_10530,0.51,0.98,4,171,2,0,0,0,RandD,low
PC_Analytics_10531,0.82,0.9,4,232,3,0,0,0,RandD,low
PC_Analytics_10532,0.81,0.91,3,184,3,0,0,0,RandD,low
PC_Analytics_10533,0.52,0.64,4,268,3,0,0,0,marketing,low
PC_Analytics_10534,0.79,0.56,4,248,3,0,0,0,sales,low
PC_Analytics_10535,0.83,0.5,5,274,3,0,0,0,accounting,low
PC_Analytics_10536,0.97,0.81,3,145,3,0,0,0,support,low
PC_Analytics_10537,0.61,0.88,5,134,4,0,0,0,technical,low
PC_Analytics_10538,0.84,0.66,3,114,6,1,0,0,management,low
PC_Analytics_10539,0.9,1,4,218,2,0,0,0,marketing,low
PC_Analytics_10540,0.82,0.77,4,152,2,1,0,0,marketing,low
PC_Analytics_10541,0.69,0.76,5,174,3,0,0,0,marketing,low
PC_Analytics_10542,0.18,0.73,6,231,4,0,0,0,sales,low
PC_Analytics_10543,0.33,1,2,210,3,1,0,0,sales,medium
PC_Analytics_10544,0.15,0.92,5,164,3,0,0,0,sales,medium
PC_Analytics_10545,0.61,0.78,4,198,3,0,0,0,sales,medium
PC_Analytics_10546,0.92,0.55,4,220,2,0,0,0,sales,medium
PC_Analytics_10547,0.13,0.61,6,283,5,0,0,0,sales,medium
PC_Analytics_10548,0.18,0.48,4,240,4,0,0,0,sales,medium
PC_Analytics_10549,0.27,0.85,5,142,6,0,0,0,sales,medium
PC_Analytics_10550,0.66,0.61,4,263,4,0,0,0,sales,medium
PC_Analytics_10551,0.21,0.81,5,142,4,0,0,0,sales,medium
PC_Analytics_10552,0.92,0.9,4,203,4,0,0,0,sales,medium
PC_Analytics_10553,0.97,0.5,3,266,3,1,0,0,sales,medium
PC_Analytics_10554,0.97,0.7,3,253,3,0,0,0,sales,medium
PC_Analytics_10555,0.64,0.61,4,136,3,0,0,0,sales,high
PC_Analytics_10556,0.75,0.9,3,140,3,0,0,0,sales,low
PC_Analytics_10557,0.9,0.76,4,252,4,0,0,0,sales,medium
PC_Analytics_10558,0.81,0.75,5,101,5,0,0,0,sales,medium
PC_Analytics_10559,0.99,0.72,3,163,3,0,0,0,sales,medium
PC_Analytics_10560,0.49,0.5,5,170,2,0,0,0,sales,medium
PC_Analytics_10561,0.92,0.4,2,238,3,0,0,0,accounting,low
PC_Analytics_10562,0.74,0.56,4,190,3,1,0,0,accounting,low
PC_Analytics_10563,0.37,0.37,5,173,2,0,0,0,accounting,low
PC_Analytics_10564,0.67,0.61,4,145,4,0,0,0,hr,low
PC_Analytics_10565,0.74,0.89,5,182,2,0,0,0,hr,low
PC_Analytics_10566,0.85,0.64,4,188,3,0,0,0,hr,low
PC_Analytics_10567,0.72,0.71,3,133,2,0,0,0,hr,low
PC_Analytics_10568,0.75,0.71,4,155,4,0,0,0,technical,low
PC_Analytics_10569,0.91,0.4,6,153,3,0,0,0,technical,low
PC_Analytics_10570,0.84,0.62,4,138,3,0,0,0,technical,low
PC_Analytics_10571,0.64,0.51,4,177,3,0,0,0,technical,low
PC_Analytics_10572,0.15,0.91,6,98,6,1,0,0,technical,low
PC_Analytics_10573,0.66,0.66,3,225,3,0,0,0,technical,low
PC_Analytics_10574,0.2,0.69,6,236,4,0,0,0,technical,low
PC_Analytics_10575,0.97,0.78,3,268,3,1,0,0,technical,low
PC_Analytics_10576,0.59,0.73,2,230,3,0,0,0,technical,low
PC_Analytics_10577,0.88,0.6,4,162,2,0,0,0,technical,low
PC_Analytics_10578,0.16,0.73,4,197,2,0,0,0,technical,low
PC_Analytics_10579,0.61,0.96,3,247,3,0,0,0,support,low
PC_Analytics_10580,0.52,0.79,4,234,3,0,0,0,support,low
PC_Analytics_10581,0.82,0.49,4,276,4,0,0,0,support,low
PC_Analytics_10582,0.75,0.94,5,217,2,0,0,0,support,medium
PC_Analytics_10583,0.62,0.5,4,156,2,0,0,0,support,medium
PC_Analytics_10584,0.91,0.88,3,189,2,0,0,0,support,medium
PC_Analytics_10585,0.61,0.98,2,238,4,0,0,0,support,medium
PC_Analytics_10586,0.79,0.77,3,201,6,1,0,0,support,medium
PC_Analytics_10587,0.9,0.93,4,263,3,1,0,0,support,medium
PC_Analytics_10588,0.75,0.83,3,146,3,0,0,0,support,medium
PC_Analytics_10589,0.81,0.64,4,213,3,0,0,0,support,medium
PC_Analytics_10590,0.59,0.88,3,159,2,0,0,0,technical,medium
PC_Analytics_10591,0.56,0.83,3,236,3,1,0,0,technical,medium
PC_Analytics_10592,0.98,0.79,5,257,4,0,0,0,technical,medium
PC_Analytics_10593,0.59,0.72,4,168,4,0,0,0,management,medium
PC_Analytics_10594,0.61,0.67,4,151,3,0,0,0,IT,high
PC_Analytics_10595,0.78,0.7,4,139,3,0,0,0,IT,low
PC_Analytics_10596,0.55,0.93,5,196,3,0,0,0,IT,medium
PC_Analytics_10597,0.2,0.97,4,237,5,0,0,0,IT,medium
PC_Analytics_10598,0.79,0.44,2,236,3,0,0,0,IT,medium
PC_Analytics_10599,0.52,0.98,4,265,3,0,0,0,product_mng,medium
PC_Analytics_10600,0.97,0.52,4,207,3,0,0,0,product_mng,low
PC_Analytics_10601,0.63,0.94,4,219,3,0,0,0,product_mng,low
PC_Analytics_10602,0.85,0.99,3,208,2,0,0,0,product_mng,low
PC_Analytics_10603,0.59,0.74,3,240,3,0,0,0,IT,low
PC_Analytics_10604,0.64,0.6,3,135,3,0,0,0,RandD,low
PC_Analytics_10605,0.8,0.67,3,236,3,1,0,0,RandD,low
PC_Analytics_10606,0.61,0.75,3,140,3,0,0,0,RandD,low
PC_Analytics_10607,0.87,0.61,3,162,2,0,0,0,RandD,low
PC_Analytics_10608,0.75,0.59,3,117,3,1,0,0,RandD,medium
PC_Analytics_10609,0.96,0.51,4,225,3,0,0,0,marketing,medium
PC_Analytics_10610,0.75,0.92,3,211,3,0,0,0,sales,medium
PC_Analytics_10611,0.19,0.58,4,173,5,0,0,0,accounting,medium
PC_Analytics_10612,0.52,0.97,4,170,3,0,0,0,support,medium
PC_Analytics_10613,0.6,0.6,3,242,3,0,0,0,technical,medium
PC_Analytics_10614,0.9,0.81,4,175,3,0,0,0,management,medium
PC_Analytics_10615,0.89,0.92,3,195,2,0,0,0,marketing,medium
PC_Analytics_10616,0.54,0.93,4,184,2,1,0,0,marketing,medium
PC_Analytics_10617,0.99,0.55,3,170,3,0,0,0,marketing,medium
PC_Analytics_10618,0.66,0.56,4,185,3,0,0,0,sales,medium
PC_Analytics_10619,0.92,0.64,4,259,2,0,0,0,sales,medium
PC_Analytics_10620,0.19,0.72,4,102,3,0,0,0,sales,medium
PC_Analytics_10621,0.39,0.37,5,156,4,0,0,0,sales,medium
PC_Analytics_10622,0.41,0.68,3,191,4,0,0,0,sales,medium
PC_Analytics_10623,0.6,0.49,3,239,2,0,0,0,sales,medium
PC_Analytics_10624,0.95,0.54,4,235,4,0,0,0,sales,medium
PC_Analytics_10625,0.51,0.87,2,130,4,0,0,0,sales,medium
PC_Analytics_10626,0.54,0.74,2,166,3,0,0,0,sales,medium
PC_Analytics_10627,0.16,0.54,5,206,5,0,0,0,sales,medium
PC_Analytics_10628,0.98,0.77,3,191,2,0,0,0,sales,medium
PC_Analytics_10629,0.65,0.75,3,214,3,0,0,0,sales,medium
PC_Analytics_10630,0.38,0.5,3,196,3,0,0,0,sales,medium
PC_Analytics_10631,0.95,0.71,4,151,4,0,0,0,sales,medium
PC_Analytics_10632,0.6,0.62,5,165,2,0,0,0,sales,medium
PC_Analytics_10633,0.78,0.91,3,177,2,0,0,0,sales,high
PC_Analytics_10634,0.19,0.63,6,241,6,0,0,0,sales,high
PC_Analytics_10635,0.56,0.99,4,230,3,0,0,0,sales,high
PC_Analytics_10636,0.21,0.71,4,270,2,0,0,0,sales,high
PC_Analytics_10637,0.83,0.71,3,234,4,0,0,0,accounting,high
PC_Analytics_10638,0.5,0.64,3,257,2,1,0,0,accounting,high
PC_Analytics_10639,0.74,0.87,5,264,3,0,0,0,accounting,high
PC_Analytics_10640,0.75,0.83,4,133,4,0,0,0,hr,high
PC_Analytics_10641,0.85,0.66,4,155,4,0,0,0,hr,high
PC_Analytics_10642,0.93,0.59,3,202,2,0,0,0,hr,high
PC_Analytics_10643,0.76,0.7,3,136,2,0,0,0,hr,high
PC_Analytics_10644,0.91,0.78,3,269,3,1,0,0,technical,high
PC_Analytics_10645,0.22,0.54,6,169,4,0,0,0,technical,low
PC_Analytics_10646,0.78,0.52,5,192,3,1,0,0,technical,low
PC_Analytics_10647,0.53,0.8,4,241,3,1,0,0,technical,low
PC_Analytics_10648,0.58,0.69,4,165,3,0,0,0,technical,low
PC_Analytics_10649,0.99,0.81,3,183,2,0,0,0,technical,low
PC_Analytics_10650,0.62,0.64,4,163,3,0,0,0,technical,low
PC_Analytics_10651,0.59,0.69,3,162,3,0,0,0,technical,low
PC_Analytics_10652,0.13,0.76,5,219,4,0,0,0,technical,low
PC_Analytics_10653,0.19,0.63,4,278,6,0,0,0,technical,low
PC_Analytics_10654,0.94,0.99,2,273,4,0,0,0,technical,low
PC_Analytics_10655,0.53,0.96,4,272,2,0,0,0,support,low
PC_Analytics_10656,0.96,0.85,5,168,2,0,0,0,support,low
PC_Analytics_10657,0.62,0.87,4,221,3,1,0,0,support,low
PC_Analytics_10658,0.81,0.86,4,213,3,0,0,0,support,low
PC_Analytics_10659,0.63,0.78,4,275,3,0,0,0,support,low
PC_Analytics_10660,0.92,0.68,5,177,4,0,0,0,support,medium
PC_Analytics_10661,0.83,0.74,4,249,2,0,0,0,support,medium
PC_Analytics_10662,0.49,0.37,5,246,3,0,0,0,support,medium
PC_Analytics_10663,0.8,0.66,4,223,3,0,0,0,support,medium
PC_Analytics_10664,0.54,0.76,4,244,2,0,0,0,support,medium
PC_Analytics_10665,0.37,0.72,3,169,2,1,0,0,support,medium
PC_Analytics_10666,0.93,0.56,5,140,3,0,0,0,technical,medium
PC_Analytics_10667,0.88,0.99,5,253,2,0,0,0,technical,medium
PC_Analytics_10668,0.79,0.87,3,194,2,0,0,0,technical,medium
PC_Analytics_10669,0.65,0.88,4,173,3,0,0,0,management,medium
PC_Analytics_10670,0.72,0.7,4,172,3,0,0,0,IT,medium
PC_Analytics_10671,0.58,0.49,3,167,3,0,0,0,IT,medium
PC_Analytics_10672,0.37,0.51,2,153,3,0,0,0,IT,high
PC_Analytics_10673,0.87,0.97,4,243,3,0,0,0,IT,high
PC_Analytics_10674,0.63,0.72,6,163,4,0,0,0,IT,high
PC_Analytics_10675,0.72,0.79,3,221,3,0,0,0,product_mng,high
PC_Analytics_10676,0.36,0.55,3,191,3,0,0,0,product_mng,high
PC_Analytics_10677,0.96,0.7,4,272,3,0,0,0,product_mng,high
PC_Analytics_10678,0.52,0.37,2,118,2,0,0,0,product_mng,high
PC_Analytics_10679,0.16,0.83,5,173,4,0,0,0,IT,high
PC_Analytics_10680,0.63,0.55,4,200,3,1,0,0,RandD,low
PC_Analytics_10681,0.92,0.76,5,132,3,1,0,0,RandD,low
PC_Analytics_10682,0.82,0.49,4,180,2,0,0,0,RandD,low
PC_Analytics_10683,0.18,0.54,4,145,5,0,0,0,RandD,low
PC_Analytics_10684,0.73,0.48,4,139,2,0,0,0,RandD,low
PC_Analytics_10685,0.44,0.61,5,230,6,0,0,0,marketing,low
PC_Analytics_10686,0.73,0.62,4,247,4,0,0,0,sales,low
PC_Analytics_10687,0.62,0.95,4,140,2,0,0,0,accounting,low
PC_Analytics_10688,0.94,0.8,4,266,3,1,0,0,support,medium
PC_Analytics_10689,0.76,0.74,4,261,3,0,0,0,technical,medium
PC_Analytics_10690,0.89,0.49,4,275,3,0,0,0,management,medium
PC_Analytics_10691,0.9,0.88,5,254,2,0,0,0,marketing,medium
PC_Analytics_10692,1,0.93,5,231,2,0,0,0,marketing,medium
PC_Analytics_10693,0.71,0.9,3,138,3,0,0,0,marketing,medium
PC_Analytics_10694,0.73,0.97,4,163,3,0,0,0,sales,medium
PC_Analytics_10695,0.97,0.9,5,262,3,0,0,0,sales,medium
PC_Analytics_10696,0.6,0.59,4,201,3,0,0,0,sales,medium
PC_Analytics_10697,0.82,0.67,3,229,3,0,0,0,sales,medium
PC_Analytics_10698,0.95,0.48,4,228,2,0,0,0,sales,medium
PC_Analytics_10699,0.88,0.65,5,228,3,0,0,0,sales,medium
PC_Analytics_10700,0.79,0.49,3,273,3,0,0,0,sales,medium
PC_Analytics_10701,0.52,0.96,4,171,2,0,0,0,sales,medium
PC_Analytics_10702,0.22,0.61,3,148,5,0,0,0,sales,medium
PC_Analytics_10703,0.59,0.96,5,211,3,0,0,0,sales,medium
PC_Analytics_10704,0.84,0.64,2,211,3,0,0,0,sales,medium
PC_Analytics_10705,0.54,0.41,3,175,3,0,0,0,sales,medium
PC_Analytics_10706,1,0.86,4,245,4,0,0,0,sales,medium
PC_Analytics_10707,0.93,0.59,3,273,2,1,0,0,sales,medium
PC_Analytics_10708,0.96,0.55,3,225,4,1,0,0,sales,medium
PC_Analytics_10709,0.56,0.41,5,152,3,0,0,0,sales,medium
PC_Analytics_10710,0.49,0.66,5,194,3,0,0,0,sales,medium
PC_Analytics_10711,0.89,0.51,4,185,3,1,0,0,sales,high
PC_Analytics_10712,0.57,0.91,3,193,2,0,0,0,sales,low
PC_Analytics_10713,0.96,0.64,3,166,2,0,0,0,accounting,medium
PC_Analytics_10714,0.65,0.89,5,223,3,1,0,0,accounting,medium
PC_Analytics_10715,0.14,0.66,5,281,4,1,0,0,accounting,medium
PC_Analytics_10716,0.64,0.49,3,241,3,0,0,0,hr,medium
PC_Analytics_10717,0.98,0.91,3,165,2,1,0,0,hr,medium
PC_Analytics_10718,0.71,0.59,4,143,2,0,0,0,hr,medium
PC_Analytics_10719,0.96,0.49,5,137,3,0,0,0,hr,medium
PC_Analytics_10720,0.9,0.57,4,185,3,1,0,0,technical,medium
PC_Analytics_10721,0.52,0.96,3,271,3,1,0,0,technical,medium
PC_Analytics_10722,0.78,0.98,4,207,2,1,0,0,technical,medium
PC_Analytics_10723,0.62,0.69,4,184,3,0,0,0,technical,low
PC_Analytics_10724,0.6,0.8,4,253,2,0,0,0,technical,low
PC_Analytics_10725,0.82,0.62,3,152,6,0,0,0,technical,low
PC_Analytics_10726,0.52,0.55,3,225,2,0,0,0,technical,low
PC_Analytics_10727,0.13,0.84,5,189,5,0,0,0,technical,low
PC_Analytics_10728,0.97,0.93,3,153,2,0,0,0,technical,low
PC_Analytics_10729,0.63,0.9,4,245,3,0,0,0,technical,low
PC_Analytics_10730,0.68,0.78,5,233,3,0,0,0,technical,high
PC_Analytics_10731,0.74,0.83,4,210,3,0,0,0,support,low
PC_Analytics_10732,0.89,0.57,4,176,4,0,0,0,support,high
PC_Analytics_10733,0.28,0.95,5,191,3,0,0,0,support,high
PC_Analytics_10734,0.61,0.9,3,224,3,0,0,0,support,low
PC_Analytics_10735,0.67,0.49,3,185,3,0,0,0,support,low
PC_Analytics_10736,0.86,0.64,3,245,4,0,0,0,support,high
PC_Analytics_10737,0.87,0.93,3,173,2,0,0,0,support,low
PC_Analytics_10738,0.7,0.95,4,231,3,0,0,0,support,medium
PC_Analytics_10739,0.68,0.84,3,270,3,0,0,0,support,high
PC_Analytics_10740,0.69,0.75,5,196,3,0,0,0,support,medium
PC_Analytics_10741,0.97,0.83,3,238,2,0,0,0,support,medium
PC_Analytics_10742,0.62,0.89,4,261,2,0,0,0,technical,medium
PC_Analytics_10743,0.55,0.87,3,201,2,0,0,0,technical,medium
PC_Analytics_10744,0.61,0.73,3,252,3,0,0,0,technical,high
PC_Analytics_10745,0.15,0.81,3,191,5,0,0,0,management,medium
PC_Analytics_10746,0.84,0.86,3,199,3,0,0,0,IT,medium
PC_Analytics_10747,0.87,0.64,5,234,2,1,0,0,IT,medium
PC_Analytics_10748,0.93,0.86,4,192,4,0,0,0,IT,high
PC_Analytics_10749,0.14,0.73,6,237,5,0,0,0,IT,medium
PC_Analytics_10750,0.96,0.7,3,207,3,0,0,0,IT,high
PC_Analytics_10751,0.41,0.63,2,145,2,0,0,0,product_mng,low
PC_Analytics_10752,0.84,0.96,6,155,5,0,0,0,product_mng,medium
PC_Analytics_10753,0.94,0.69,5,145,2,0,0,0,product_mng,medium
PC_Analytics_10754,0.6,0.86,6,247,6,0,0,0,product_mng,medium
PC_Analytics_10755,0.7,0.73,4,182,3,0,0,0,IT,medium
PC_Analytics_10756,0.29,0.91,4,183,4,0,0,0,RandD,low
PC_Analytics_10757,0.31,0.51,2,146,3,0,0,0,RandD,low
PC_Analytics_10758,0.73,0.99,3,241,3,0,0,0,RandD,low
PC_Analytics_10759,0.51,0.52,5,261,3,1,0,0,RandD,low
PC_Analytics_10760,0.58,0.77,4,140,3,0,0,0,RandD,low
PC_Analytics_10761,0.59,0.97,3,257,3,0,0,0,marketing,low
PC_Analytics_10762,0.95,0.9,3,186,2,0,0,0,marketing,low
PC_Analytics_10763,0.84,0.93,3,159,3,0,0,0,sales,low
PC_Analytics_10764,0.28,0.37,3,164,4,1,0,0,accounting,low
PC_Analytics_10765,0.94,0.52,4,217,6,1,0,0,support,low
PC_Analytics_10766,0.49,0.59,4,137,4,0,0,0,technical,high
PC_Analytics_10767,0.72,0.5,4,164,2,1,0,0,management,low
PC_Analytics_10768,0.19,0.85,5,249,3,0,0,0,marketing,low
PC_Analytics_10769,0.83,0.95,3,264,2,0,0,0,marketing,low
PC_Analytics_10770,0.79,0.92,4,208,2,1,0,0,marketing,low
PC_Analytics_10771,0.72,0.61,3,175,3,0,0,0,sales,high
PC_Analytics_10772,0.97,0.74,4,209,2,0,0,0,sales,low
PC_Analytics_10773,0.92,0.83,4,268,4,0,0,0,sales,low
PC_Analytics_10774,0.95,0.53,3,264,3,0,0,0,sales,low
PC_Analytics_10775,0.76,0.64,4,234,2,0,0,0,sales,high
PC_Analytics_10776,0.24,0.62,5,199,4,0,0,0,sales,low
PC_Analytics_10777,0.89,0.99,4,205,2,0,0,1,sales,medium
PC_Analytics_10778,0.69,0.63,5,140,4,0,0,1,sales,high
PC_Analytics_10779,0.92,0.98,3,257,3,0,0,1,sales,medium
PC_Analytics_10780,0.79,0.61,4,227,2,0,0,1,sales,high
PC_Analytics_10781,0.87,0.94,4,189,3,0,0,1,sales,medium
PC_Analytics_10782,0.89,0.88,5,241,2,1,0,0,sales,medium
PC_Analytics_10783,0.75,0.77,5,199,4,0,0,0,sales,medium
PC_Analytics_10784,0.78,0.6,4,206,3,0,0,0,sales,medium
PC_Analytics_10785,0.13,0.62,5,268,3,0,0,0,sales,medium
PC_Analytics_10786,0.94,0.86,3,221,3,1,0,0,sales,medium
PC_Analytics_10787,0.94,0.88,4,262,2,0,0,0,sales,medium
PC_Analytics_10788,0.67,0.6,5,253,6,0,0,0,sales,medium
PC_Analytics_10789,0.6,0.73,5,241,3,0,0,0,sales,high
PC_Analytics_10790,0.62,0.94,4,252,4,0,0,0,accounting,low
PC_Analytics_10791,0.38,0.52,2,171,3,0,0,0,accounting,medium
PC_Analytics_10792,0.8,0.77,4,194,3,0,0,0,accounting,medium
PC_Analytics_10793,0.61,0.42,3,104,2,0,0,0,hr,medium
PC_Analytics_10794,0.61,0.56,4,176,3,0,0,0,hr,medium
PC_Analytics_10795,0.66,0.8,4,192,3,0,0,0,hr,medium
PC_Analytics_10796,0.56,0.74,3,154,2,0,0,0,hr,medium
PC_Analytics_10797,1,0.55,4,186,4,1,0,0,technical,medium
PC_Analytics_10798,0.73,0.86,3,200,4,0,0,0,technical,medium
PC_Analytics_10799,0.6,0.66,4,132,4,0,0,0,technical,medium
PC_Analytics_10800,0.78,0.59,5,236,3,0,0,0,technical,high
PC_Analytics_10801,0.48,0.53,3,211,4,0,0,0,technical,low
PC_Analytics_10802,0.9,0.77,4,273,2,0,0,0,technical,low
PC_Analytics_10803,0.16,0.76,4,223,4,0,0,0,technical,low
PC_Analytics_10804,0.5,0.75,3,204,2,0,0,0,technical,high
PC_Analytics_10805,0.66,0.65,3,196,3,1,0,0,technical,low
PC_Analytics_10806,0.44,0.37,2,219,2,0,0,0,technical,low
PC_Analytics_10807,0.95,0.67,4,261,3,0,0,0,technical,low
PC_Analytics_10808,0.9,0.65,3,254,2,0,0,0,support,high
PC_Analytics_10809,0.27,0.48,4,185,2,0,0,0,support,low
PC_Analytics_10810,0.51,0.74,6,98,3,0,0,0,support,low
PC_Analytics_10811,0.68,0.76,3,260,4,0,0,0,support,low
PC_Analytics_10812,0.97,0.93,5,137,2,1,0,0,support,low
PC_Analytics_10813,0.91,0.75,4,159,3,1,0,0,support,low
PC_Analytics_10814,0.76,0.88,5,265,4,0,0,0,support,low
PC_Analytics_10815,0.88,0.61,4,177,4,1,0,0,support,low
PC_Analytics_10816,0.83,0.73,4,247,2,0,0,0,support,medium
PC_Analytics_10817,0.78,0.54,3,161,3,0,0,0,support,medium
PC_Analytics_10818,0.52,0.38,2,103,3,0,0,0,support,medium
PC_Analytics_10819,0.63,0.49,4,151,3,0,0,0,technical,medium
PC_Analytics_10820,0.9,0.74,3,193,3,0,0,0,technical,medium
PC_Analytics_10821,0.48,0.58,3,194,3,0,0,0,technical,medium
PC_Analytics_10822,0.7,0.6,5,208,3,0,0,0,management,medium
PC_Analytics_10823,0.68,0.66,4,229,3,0,0,0,IT,medium
PC_Analytics_10824,0.7,0.87,3,166,2,0,0,0,IT,medium
PC_Analytics_10825,0.77,0.5,3,141,3,0,0,0,IT,medium
PC_Analytics_10826,0.73,0.93,3,249,2,0,0,0,IT,medium
PC_Analytics_10827,0.87,0.48,4,264,3,0,0,0,IT,medium
PC_Analytics_10828,0.65,0.98,3,252,2,0,0,0,product_mng,high
PC_Analytics_10829,0.62,0.7,2,134,3,0,0,0,product_mng,low
PC_Analytics_10830,0.53,0.51,3,274,2,1,0,0,product_mng,medium
PC_Analytics_10831,0.59,0.39,5,200,4,0,0,0,product_mng,medium
PC_Analytics_10832,0.87,0.72,2,154,3,0,0,0,IT,medium
PC_Analytics_10833,0.47,0.53,3,111,4,0,0,0,RandD,medium
