uid,datetime,latitude,longitude,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5,MOTORIST INJURED,MOTORIST KILLED,PEDESTRIANS KILLED,CYCLIST KILLED,CYCLIST INJURED,PEDESTRIANS INJURED,Total Victim,Injured,Killed
4825,2/15/2019 7:32,-1.230105737,36.87849278,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,4,0,0,0,0,0,4,4,0
4826,2/15/2019 12:43,-1.297245909,36.87309249,Other Vehicular,Other Vehicular,Other Vehicular,Other Vehicular,Other Vehicular,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,4,0,0,0,0,0,4,4,0
4827,2/15/2019 15:31,-1.316585336,36.83382522,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,Unspecified,OTHER,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SMALL COM VEH(4 TIRES),PASSENGER VEHICLE,3,0,0,0,0,0,3,3,0
4828,2/15/2019 21:01,-1.292077111,36.8704531,Prescription Medication,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,2,0,0,0,0,0,2,2,0
4829,2/16/2019 9:59,-1.271173544,36.80726379,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Bus,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,12,0,0,0,0,0,12,12,0
4830,2/16/2019 10:27,-1.271173544,36.80726379,Failure to Yield Right-of-Way,Passing or Lane Usage Improper,Passing or Lane Usage Improper,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,4,0,0,0,0,0,4,4,0
4831,2/16/2019 10:51,-1.297721011,36.817522,Passing or Lane Usage Improper,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,4,0,0,0,0,0,4,4,0
4832,2/16/2019 10:56,-1.149237961,36.6670427,Other Vehicular,Other Vehicular,Other Vehicular,Other Vehicular,Other Vehicular,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,4,0,0,0,0,0,4,4,0
4833,2/16/2019 11:21,-1.273061112,36.8129184,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,3,0,0,0,0,0,3,3,0
4834,2/16/2019 15:40,-1.260329272,36.77084897,Other Vehicular,Unspecified,Unspecified,Unspecified,Unspecified,Ambulance,Bus,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,9,0,0,0,0,0,9,9,0
4835,2/16/2019 21:15,-1.263788972,36.76393498,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,4,1,0,0,0,0,5,4,1
4836,2/17/2019 3:44,-1.189549051,36.91993612,Aggressive Driving/Road Rage,Unspecified,Unspecified,Unspecified,Unspecified,PICK-UP TRUCK,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,5,0,0,0,0,0,5,5,0
4837,2/17/2019 9:06,-1.168059374,36.96747449,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,4,0,0,0,0,0,4,4,0
4838,2/17/2019 10:44,-1.278731011,36.872485,Driver Inexperience,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,4,0,0,0,0,0,4,4,0
4839,2/17/2019 15:38,-1.181392047,36.93798768,Driver Inexperience,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,4,0,0,0,0,0,4,4,0
4840,2/17/2019 15:42,-1.181392047,36.93798768,Other Vehicular,Unspecified,Unspecified,Unspecified,Unspecified,FB,BU,BICYCLE,BICYCLE,BICYCLE,4,0,6,2,1,7,20,12,8
4841,2/17/2019 16:37,-1.181392047,36.93798768,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,4,0,0,0,0,0,4,4,0
4842,2/17/2019 17:10,-1.179792421,36.93917676,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,2,0,0,0,0,0,2,2,0
4843,2/17/2019 17:19,-1.179769211,36.9391521,Aggressive Driving/Road Rage,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,3,0,0,0,0,0,3,3,0
4844,2/17/2019 17:37,-1.181392047,36.93798768,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,6,0,0,0,0,0,6,6,0
4845,2/17/2019 18:02,-1.179792421,36.93917676,Driver Inexperience,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,4,0,0,0,0,0,4,4,0
4846,2/18/2019 7:38,-1.244792616,36.86769895,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Sedan,Sedan,5,0,0,0,0,0,5,5,0
4847,2/18/2019 7:44,-1.244792616,36.86769895,Fatigued/Drowsy,Unspecified,Unspecified,Unspecified,Unspecified,LIVERY VEHICLE,Taxi,Taxi,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,4,0,0,0,0,0,4,4,0
4848,2/18/2019 9:05,-1.295724011,36.802394,Prescription Medication,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,2,0,0,0,0,0,2,2,0
4849,2/18/2019 13:39,-1.164799297,36.95717943,Alcohol Involvement,Other Vehicular,Other Vehicular,Other Vehicular,Other Vehicular,PASSENGER VEHICLE,PASSENGER VEHICLE,Pick-up Truck,PASSENGER VEHICLE,PASSENGER VEHICLE,2,0,0,0,0,0,2,2,0
4850,2/18/2019 18:08,-1.291917711,36.8814576,Unsafe Speed,Alcohol Involvement,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,5,0,0,0,0,0,5,5,0
4851,2/18/2019 18:58,-1.288043511,36.8285922,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,4,0,0,0,0,0,4,4,0
4852,2/18/2019 19:16,-1.295724011,36.802394,Aggressive Driving/Road Rage,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,3,0,0,0,0,0,3,3,0
4853,2/19/2019 6:48,-1.228883211,36.693365,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,5,0,0,0,0,0,5,5,0
4854,2/19/2019 6:53,-1.256218975,36.85526818,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,6,0,0,0,0,0,6,6,0
4855,2/19/2019 6:58,-1.256218975,36.85526818,Unsafe Speed,Unspecified,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,3,0,1,0,0,0,4,3,1
4856,2/19/2019 6:59,-1.256218975,36.85526818,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,5,0,0,0,0,0,5,5,0
4857,2/19/2019 6:59,-1.259366931,36.84312276,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,4,0,0,0,0,0,4,4,0
4858,2/19/2019 7:00,-1.256401511,36.855262,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,6,0,0,0,0,0,6,6,0
4859,2/19/2019 7:00,-1.256155011,36.855219,Backing Unsafely,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,3,0,0,0,0,0,3,3,0
4860,2/19/2019 7:01,-1.259366931,36.84312276,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,BICYCLE,BU,21,0,0,0,1,0,22,22,0
4861,2/19/2019 7:02,-1.256419873,36.8552761,Unsafe Speed,Unspecified,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,3,0,1,0,0,0,4,3,1
4862,2/19/2019 7:03,-1.259834387,36.8434386,Passing or Lane Usage Improper,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Sedan,5,0,0,0,0,0,5,5,0
4863,2/19/2019 7:03,-1.256419873,36.8552761,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,3,0,0,0,0,0,3,3,0
4864,2/19/2019 7:04,-1.259380136,36.84543999,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,2,0,0,0,0,0,2,2,0
4865,2/19/2019 7:04,-1.259380136,36.84543999,Aggressive Driving/Road Rage,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,3,0,0,0,0,0,3,3,0
4866,2/19/2019 7:05,-1.259975199,36.84341754,Aggressive Driving/Road Rage,Unspecified,Unspecified,Unspecified,Unspecified,Taxi,PASSENGER VEHICLE,Taxi,TAXI,PASSENGER VEHICLE,5,0,0,0,0,0,5,5,0
4867,2/19/2019 7:05,-1.259366931,36.84312276,Failure to Yield Right-of-Way,Passing or Lane Usage Improper,Passing or Lane Usage Improper,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,4,0,0,0,0,0,4,4,0
4868,2/19/2019 7:06,-1.256218975,36.85526818,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,3,0,0,0,0,0,3,3,0
4869,2/19/2019 7:08,-1.259975199,36.84341754,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Taxi,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,2,0,0,0,0,0,2,2,0
4870,2/19/2019 7:08,-1.259366931,36.84312276,Traffic Control Disregarded,Other Vehicular,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Sedan,Ambulance,1,0,0,0,0,2,3,3,0
4871,2/19/2019 7:08,-1.256218975,36.85526818,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,3,0,0,0,0,0,3,3,0
4872,2/19/2019 7:11,-1.256401511,36.855262,Brakes Defective,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,4,0,0,0,0,0,4,4,0
4873,2/19/2019 7:12,-1.259975199,36.84341754,Passing or Lane Usage Improper,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,Taxi,4,0,0,0,0,0,4,4,0
4874,2/19/2019 7:16,-1.257546355,36.85433531,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,3,1,0,0,0,0,4,3,1
4875,2/19/2019 7:18,-1.170284611,36.8404428,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,3,0,0,0,0,0,3,3,0
4876,2/19/2019 7:23,-1.256419873,36.8552761,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,5,0,0,0,0,0,5,5,0
4877,2/19/2019 7:24,-1.259834387,36.8434386,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,5,0,0,0,0,0,5,5,0
4878,2/19/2019 7:26,-1.256401511,36.855262,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Refrigerated Van,Sedan,6,0,0,0,0,0,6,6,0
4879,2/19/2019 7:30,-1.256419873,36.8552761,Backing Unsafely,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,3,0,0,0,0,0,3,3,0
4880,2/19/2019 7:39,-1.256419873,36.8552761,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,3,0,0,0,0,0,3,3,0
4881,2/19/2019 7:39,-1.285678081,36.79386874,Passing or Lane Usage Improper,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,4,0,0,0,0,0,4,4,0
4882,2/19/2019 7:39,-1.264284811,36.8537605,Unsafe Speed,Unspecified,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,3,0,1,0,0,0,4,3,1
4883,2/19/2019 7:42,-1.256401511,36.855262,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,2,0,0,0,0,0,2,2,0
4884,2/19/2019 7:45,-1.256155011,36.855219,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Pick-up Truck,Pick-up Truck,Sedan,Sedan,3,0,0,0,0,0,3,3,0
4885,2/19/2019 7:50,-1.256218975,36.85526818,Aggressive Driving/Road Rage,Aggressive Driving/Road Rage,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,4,0,0,0,0,1,5,5,0
4886,2/19/2019 7:54,-1.204461773,36.91734726,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,3,0,0,0,0,0,3,3,0
4887,2/19/2019 8:02,-1.256401511,36.855262,Reaction to Uninvolved Vehicle,Unspecified,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,5,0,0,0,0,0,5,5,0
4888,2/19/2019 8:53,-1.259975199,36.84341754,Unsafe Speed,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,TAXI,SPORT UTILITY / STATION WAGON,7,1,0,0,0,0,8,7,1
4889,2/19/2019 9:12,-1.232960511,36.8748226,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Bus,12,0,0,0,0,0,12,12,0
4890,2/19/2019 9:16,-1.248039411,36.8716349,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,3,0,0,0,0,0,3,3,0
4891,2/19/2019 9:48,-1.20361355,36.9173289,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,4,0,0,0,0,0,4,4,0
4892,2/19/2019 9:49,-1.20361355,36.9173289,Other Vehicular,Unspecified,Unspecified,Unspecified,Unspecified,Ambulance,Bus,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,9,0,0,0,0,0,9,9,0
4893,2/19/2019 10:50,-1.259834387,36.8434386,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Bus,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,12,0,0,0,0,0,12,12,0
4894,2/19/2019 11:47,-1.235874711,36.8731226,Other Vehicular,Unspecified,Unspecified,Unspecified,Unspecified,Ambulance,Bus,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,9,0,0,0,0,0,9,9,0
4895,2/19/2019 11:56,-1.235521384,36.87273366,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Sedan,Sedan,5,0,0,0,0,0,5,5,0
4896,2/19/2019 12:00,-1.233801613,36.87316981,Driver Inexperience,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,4,0,0,0,0,0,4,4,0
4897,2/19/2019 12:02,-1.233801613,36.87316981,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,5,0,0,0,0,0,5,5,0
4898,2/19/2019 12:04,-1.245028992,36.86729815,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,Taxi,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,3,0,0,0,0,0,3,3,0
4899,2/19/2019 12:06,-1.235874711,36.8731226,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,4,0,0,0,0,0,4,4,0
4900,2/19/2019 12:09,-1.235874711,36.8731226,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,Taxi,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,3,0,0,0,0,0,3,3,0
4901,2/19/2019 12:10,-1.232993036,36.87371616,Brakes Defective,Unspecified,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,3,0,0,0,0,0,3,3,0
4902,2/19/2019 12:11,-1.233801613,36.87316981,Prescription Medication,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,5,0,0,0,0,0,5,5,0
4903,2/19/2019 12:11,-1.244701557,36.86680349,Unsafe Speed,Alcohol Involvement,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,5,0,0,0,0,0,5,5,0
4904,2/19/2019 12:23,-1.244701557,36.86680349,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,3,0,0,0,0,0,3,3,0
4905,2/19/2019 12:31,-1.232993036,36.87371616,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Sedan,Sedan,4,0,0,0,0,0,4,4,0
4906,2/19/2019 12:33,-1.230999265,36.87787438,Other Vehicular,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,4,0,0,0,0,0,4,4,0
4907,2/19/2019 12:39,-1.235521384,36.87273366,Illnes,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,1,0,2,0,0,3,6,4,2
4908,2/19/2019 12:43,-1.380082856,36.6830718,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,van,PASSENGER VEHICLE,3,0,0,0,0,0,3,3,0
4909,2/19/2019 13:05,-1.256419873,36.8552761,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,4,0,0,0,0,0,4,4,0
4910,2/20/2019 6:51,-1.263990411,36.7542136,Traffic Control Disregarded,Other Vehicular,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Sedan,Ambulance,1,0,0,0,0,2,3,3,0
4911,2/20/2019 7:41,-1.286020527,36.81833845,Driver Inexperience,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,4,0,0,0,0,0,4,4,0
4912,2/20/2019 8:03,-1.295170613,36.83460236,Alcohol Involvement,Other Vehicular,Other Vehicular,Other Vehicular,Other Vehicular,PASSENGER VEHICLE,PASSENGER VEHICLE,Pick-up Truck,PASSENGER VEHICLE,PASSENGER VEHICLE,2,0,0,0,0,0,2,2,0
4913,2/20/2019 10:01,-1.32650741,36.8950668,Brakes Defective,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,7,0,0,0,0,0,7,7,0
4914,2/20/2019 18:20,-1.259975199,36.84341754,Failure to Yield Right-of-Way,Unsafe Speed,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,3,0,0,0,0,0,3,3,0
4915,2/21/2019 5:51,-1.237414419,36.84383613,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,4,0,0,0,0,0,4,4,0
4916,2/21/2019 6:00,-1.345343599,36.9024957,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,3,0,0,0,0,0,3,3,0
4917,2/21/2019 6:26,-1.345343599,36.9024957,Passing or Lane Usage Improper,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Sedan,5,0,0,0,0,0,5,5,0
4918,2/21/2019 6:44,-1.278841411,36.8491604,Outside Car Distraction,Unspecified,Unspecified,Unspecified,Unspecified,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,3,0,0,0,0,1,4,4,0
4919,2/21/2019 16:33,-1.269830311,36.8074321,Traffic Control Disregarded,Other Vehicular,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Sedan,Ambulance,1,0,0,0,0,2,3,3,0
